id,title,author,rating,tags,platform
1432,八零后少林方丈,黑土冒青烟,3.0,武侠、历史、少林,QQ 阅读
1433,猎网,虾写,3.6,武侠、都市、悬疑,Kindle 商店
1434,扶风歌,蟹的心,3.5,玄幻、玄幻、言情,Kindle 商店
1435,贵妃起居注,御井烹香,4.1,玄幻、历史、宫廷,番茄小说
1436,善良的死神,唐家三少,2.8,科幻、玄幻、冒险,起点读书
1437,我打造了旧日支配者神话,金色梦乡,2.8,玄幻、克苏鲁、玄幻,QQ 阅读
1438,周游诸天万界,殷长生,2.8,科幻、无限流、穿越,微信读书
1439,生存[末世],黄小婵,3.6,历史、末世、生存,起点读书
1440,致四千年后,祈耳喵,2.8,玄幻、科幻、未来,Kindle 商店
1441,重返1977,镶黄旗,1.8,悬疑、年代、重生,Kindle 商店
1442,一品江山,三戒大师,3.2,都市、历史、权谋,QQ 阅读
1443,土佐之梦,周元祀,3.3,武侠、历史、日本,起点读书
1444,赤侠,红烧大黑鱼,3.0,悬疑、历史、侠义,番茄小说
1445,不败战神,方想,3.0,都市、玄幻、热血,微信读书
1446,帝尊,宅猪,3.1,科幻、玄幻、争霸,番茄小说
1447,杀出矩阵：起源,迷路的鱼,2.6,历史、科幻、末世,番茄小说
1448,死灵博物馆,盐渍月鸦,3.5,悬疑、灵异、悬疑,番茄小说
1449,李氏,死狗咦,3.0,都市、历史、家族,微信读书
1450,通天大圣,蛇吞鲸,3.1,都市、玄幻、神话,Kindle 商店
1451,琴帝,唐家三少,2.7,玄幻、玄幻、音乐,起点读书
1452,[综]东京恋爱养成攻略,叶子田粥,4.0,玄幻、综漫、恋爱,番茄小说
1453,天宝风流,水叶子,3.4,科幻、历史、言情,微信读书
1454,浪迹在武侠世界的道士,中原五百,2.4,武侠、武侠、道士,起点读书
1455,异世盗皇,误道者,3.6,都市、玄幻、盗贼,番茄小说
1456,[泰坦尼克]真爱永恒,漫空,4.0,都市、影视、言情,番茄小说
1457,黑暗超神,左右X,2.6,历史、科幻、超神,微信读书
1458,重生大玩家,邱天27,3.1,悬疑、游戏、重生,番茄小说
1459,大不列颠之影,趋时,2.9,科幻、历史、英国,微信读书
1460,虎狼,灰熊猫,2.1,都市、历史、战争,起点读书
1461,仙界独尊,蛇吞鲸,2.4,历史、仙侠、争霸,微信读书
1462,（快穿）富贵荣华,昔我晚矣,3.5,历史、快穿、言情,起点读书
1463,弄潮,瑞根,3.4,武侠、都市、商战,番茄小说
1464,梦想为王,中秋月明,2.6,武侠、都市、励志,QQ 阅读
1465,我在东京克苏鲁,一键三连,2.9,历史、克苏鲁、日本,微信读书
1466,夜明珠,伯伦希尔,4.2,玄幻、玄幻、悬疑,Kindle 商店
1467,法兰西不缺皇帝,幸运的苏面,3.1,武侠、历史、法国,QQ 阅读
1468,小阁老,三戒大师,2.4,历史、历史、官场,起点读书
1469,全民魔女1994,宇宙鸽,3.2,科幻、科幻、魔女,微信读书
1470,变身路人女主,醉卧笑伊人,2.5,悬疑、动漫、穿越,起点读书
1471,湛蓝权杖,躺摆混,3.3,都市、玄幻、冒险,起点读书
1472,网游之邪龙逆天,火星引力,3.4,科幻、游戏、热血,QQ 阅读
1473,超级大航海,虾写,3.6,科幻、历史、航海,微信读书
1474,镇妖博物馆,阎ZK,2.4,历史、灵异、博物馆,微信读书
1475,光明纪元,血红,3.0,都市、玄幻、光明,起点读书
1476,咸鱼翻身的正确姿势,二宝天使,2.1,科幻、都市、逆袭,微信读书
1477,奶爸的文艺人生,寒门,2.4,科幻、都市、奶爸,QQ 阅读
1478,大宋帝国征服史,cuslaa.QD,3.6,历史、历史、战争,Kindle 商店
1479,参天,风御九秋,1.6,都市、仙侠、修真,微信读书
1480,国王,新海月1,2.7,科幻、历史、权谋,Kindle 商店
1481,随身装着一口泉,我要的是葫芦,3.7,武侠、都市、异能,微信读书
1482,不可名状的赛博朋克,卖盘的狐狸,3.0,玄幻、赛博、克苏鲁,起点读书
1483,我就是能进球,不吃小南瓜,2.9,悬疑、体育、足球,QQ 阅读
1484,网游之修罗传说,火星引力,3.4,悬疑、游戏、传奇,起点读书
1485,一品丹仙,八宝饭,2.6,历史、仙侠、炼丹,Kindle 商店
1486,无限生存游戏,轻云淡,3.7,悬疑、无限流、生存,起点读书
1487,魔临,纯洁滴小龙,2.6,历史、灵异、悬疑,番茄小说
1488,绝世人妖养成系统,呜啼,3.3,科幻、系统、搞笑,微信读书
1489,仙宝,烛,3.2,悬疑、仙侠、宝物,Kindle 商店
1490,无限绅士,奇想,2.9,历史、无限流、绅士,Kindle 商店
1491,完本之王,格子里的夜晚,3.0,都市、娱乐、系统,Kindle 商店
1492,铁血大民国,大罗罗,2.4,玄幻、历史、军事,番茄小说
1493,胜券在手,dleer,4.0,悬疑、体育、竞技,番茄小说
1494,快穿之打脸狂魔,风流书呆,3.5,悬疑、快穿、打脸,番茄小说
1495,暴君时代,诸葛风行,3.8,科幻、历史、权谋,Kindle 商店
1496,第七颗头骨,凤凰,4.4,玄幻、灵异、悬疑,Kindle 商店
1497,重塑人生三十年,皇家雇佣猫,2.6,悬疑、年代、重生,微信读书
1498,法师手札,沁纸花青,3.2,武侠、奇幻、手札,番茄小说
1499,怨气撞铃,尾鱼,3.9,武侠、灵异、冒险,QQ 阅读
